Season,Competition,Matchday,Date,Venue,Club,Opponent,Result,Playing_Position,Minute,At_score,Type,Goal_assist,Category,Organizer,MatchStage,Date_clean,Date_Year,Result_clean,Goals1,Goals2,Goals_Team,Goals_Opponent,Decision,Play_Position_clean,Minute_clean
2013/2014,LaLiga,18,01-06-14,H,Real Madrid,Celta de Vigo,3:00,LW,90,3:00,Right-footed shot,Gareth Bale,National Leagues,Spanish Football Federation (RFEF),Matchday,2014-01-06,2014,3:00,3,0,3,0,Normal,LW,90
2013/2014,Copa del Rey,Last 16,1/15/14,A,Real Madrid,CA Osasuna,0:02,LW,22,0:01,Direct free kick,No assist,National Cups,Spanish Football Federation (RFEF),Stage,2014-01-15,2014,0:02,0,2,2,0,Normal,LW,22
2013/2014,LaLiga,20,1/18/14,A,Real Madrid,Real Betis Balompie,0:05,LW,10,0:01,Right-footed shot,Angel Di Maria,National Leagues,Spanish Football Federation (RFEF),Matchday,2014-01-18,2014,0:05,0,5,5,0,Normal,LW,10
2013/2014,LaLiga,21,1/25/14,H,Real Madrid,Granada CF,2:00,LW,57,1:00,Right-footed shot,Luka Modric,National Leagues,Spanish Football Federation (RFEF),Matchday,2014-01-25,2014,2:00,2,0,2,0,Normal,LW,57
2013/2014,Copa del Rey,Semi-Finals,02-11-14,A,Real Madrid,Atletico de Madrid,0:02,LW,6,0:01,Penalty,No assist,National Cups,Spanish Football Federation (RFEF),Stage,2014-02-11,2014,0:02,0,2,2,0,Normal,LW,6
2013/2014,Copa del Rey,Semi-Finals,02-11-14,A,Real Madrid,Atletico de Madrid,0:02,LW,15,0:02,Penalty,No assist,National Cups,Spanish Football Federation (RFEF),Stage,2014-02-11,2014,0:02,0,2,2,0,Normal,LW,15
2013/2014,UEFA Champions League,Last 16,2/26/14,A,Real Madrid,FC Schalke 04,1:06,LW,52,0:03,Left-footed shot,Gareth Bale,International,UEFA,Stage,2014-02-26,2014,1:06,1,6,6,1,Normal,LW,52
2013/2014,UEFA Champions League,Last 16,2/26/14,A,Real Madrid,FC Schalke 04,1:06,LW,89,0:06,Right-footed shot,Karim Benzema,International,UEFA,Stage,2014-02-26,2014,1:06,1,6,6,1,Normal,LW,89
2013/2014,LaLiga,26,03-02-14,A,Real Madrid,Atletico de Madrid,2:02,LW,82,2:02,Right-footed shot,Gareth Bale,National Leagues,Spanish Football Federation (RFEF),Matchday,2014-03-02,2014,2:02,2,2,2,2,Normal,LW,82
2013/2014,LaLiga,27,03-09-14,H,Real Madrid,Levante UD,3:00,LW,11,1:00,Header,Angel Di Maria,National Leagues,Spanish Football Federation (RFEF),Matchday,2014-03-09,2014,3:00,3,0,3,0,Normal,LW,11
2013/2014,LaLiga,28,3/15/14,A,Real Madrid,Malaga CF,0:01,LW,23,0:01,Right-footed shot,Gareth Bale,National Leagues,Spanish Football Federation (RFEF),Matchday,2014-03-15,2014,0:01,0,1,1,0,Normal,LW,23
2013/2014,UEFA Champions League,Last 16,3/18/14,H,Real Madrid,FC Schalke 04,3:01,LW,22,1:00,Right-footed shot,Gareth Bale,International,UEFA,Stage,2014-03-18,2014,3:01,3,1,3,1,Normal,LW,22
2013/2014,UEFA Champions League,Last 16,3/18/14,H,Real Madrid,FC Schalke 04,3:01,LW,74,2:01,Right-footed shot,No assist,International,UEFA,Stage,2014-03-18,2014,3:01,3,1,3,1,Normal,LW,74
2013/2014,LaLiga,29,3/23/14,H,Real Madrid,FC Barcelona,3:04,LW,55,3:02,Penalty,No assist,National Leagues,Spanish Football Federation (RFEF),Matchday,2014-03-23,2014,3:04,3,4,3,4,Normal,LW,55
2013/2014,LaLiga,30,3/26/14,A,Real Madrid,Sevilla FC,2:01,LW,14,0:01,Direct free kick,No assist,National Leagues,Spanish Football Federation (RFEF),Matchday,2014-03-26,2014,2:01,2,1,1,2,Normal,LW,14
2013/2014,LaLiga,31,3/29/14,H,Real Madrid,Rayo Vallecano,5:00,LW,15,1:00,Right-footed shot,Gareth Bale,National Leagues,Spanish Football Federation (RFEF),Matchday,2014-03-29,2014,5:00,5,0,5,0,Normal,LW,15
2013/2014,UEFA Champions League,Quarter-Finals,04-02-14,H,Real Madrid,Borussia Dortmund,3:00,LW,57,3:00,Left-footed shot,Luka Modric,International,UEFA,Stage,2014-04-02,2014,3:00,3,0,3,0,Normal,LW,57
2013/2014,LaLiga,35,4/26/14,H,Real Madrid,CA Osasuna,4:00,LW,6,1:00,Long distance kick,Angel Di Maria,National Leagues,Spanish Football Federation (RFEF),Matchday,2014-04-26,2014,4:00,4,0,4,0,Normal,LW,6
2013/2014,LaLiga,35,4/26/14,H,Real Madrid,CA Osasuna,4:00,LW,52,2:00,Long distance kick,Isco,National Leagues,Spanish Football Federation (RFEF),Matchday,2014-04-26,2014,4:00,4,0,4,0,Normal,LW,52
2013/2014,UEFA Champions League,Semi-Finals,4/29/14,A,Real Madrid,Bayern Munich,0:04,LW,34,0:03,Counter attack goal,Gareth Bale,International,UEFA,Stage,2014-04-29,2014,0:04,0,4,4,0,Normal,LW,34
2013/2014,UEFA Champions League,Semi-Finals,4/29/14,A,Real Madrid,Bayern Munich,0:04,LW,90,0:04,Direct free kick,No assist,International,UEFA,Stage,2014-04-29,2014,0:04,0,4,4,0,Normal,LW,90
2013/2014,LaLiga,36,05-04-14,H,Real Madrid,Valencia CF,2:02,LW,90,2:02,Right-footed shot,Angel Di Maria,National Leagues,Spanish Football Federation (RFEF),Matchday,2014-05-04,2014,2:02,2,2,2,2,Normal,LW,90
2013/2014,UEFA Champions League,Final,5/24/14,H,Real Madrid,Atletico de Madrid,4:1 AET,LW,120,4:01,Penalty,No assist,International,UEFA,Stage,2014-05-24,2014,4:1,4,1,4,1,After Extra Time,LW,120
2014/2015,UEFA Super Cup,Final,08-12-14,H,Real Madrid,Sevilla FC,2:00,LW,30,1:00,Right-footed shot,Gareth Bale,International,UEFA,Stage,2014-08-12,2014,2:00,2,0,2,0,Normal,LW,30
2014/2015,UEFA Super Cup,Final,08-12-14,H,Real Madrid,Sevilla FC,2:00,LW,49,2:00,Left-footed shot,Karim Benzema,International,UEFA,Stage,2014-08-12,2014,2:00,2,0,2,0,Normal,LW,49
2014/2015,LaLiga,1,8/25/14,H,Real Madrid,CÃ³rdoba CF,2:00,LW,90,2:00,Right-footed shot,Isco,National Leagues,Spanish Football Federation (RFEF),Matchday,2014-08-25,2014,2:00,2,0,2,0,Normal,LW,90
2014/2015,LaLiga,3,9/13/14,H,Real Madrid,Atletico de Madrid,1:02,LW,25,1:01,Penalty,No assist,National Leagues,Spanish Football Federation (RFEF),Matchday,2014-09-13,2014,1:02,1,2,1,2,Normal,LW,25
2014/2015,UEFA Champions League,Group Stage,9/16/14,H,Real Madrid,FC Basel 1893,5:01,LW,31,3:00,Right-footed shot,Gareth Bale,International,UEFA,Stage,2014-09-16,2014,5:01,5,1,5,1,Normal,LW,31
2014/2015,LaLiga,4,9/20/14,A,Real Madrid,Deportivo de La CoruÃ±a,2:08,RW,29,0:01,Header,alvaro Arbeloa,National Leagues,Spanish Football Federation (RFEF),Matchday,2014-09-20,2014,2:08,2,8,8,2,Normal,RW,29
2014/2015,LaLiga,4,9/20/14,A,Real Madrid,Deportivo de La CoruÃ±a,2:08,RW,41,0:03,Left-footed shot,Karim Benzema,National Leagues,Spanish Football Federation (RFEF),Matchday,2014-09-20,2014,2:08,2,8,8,2,Normal,RW,41
2014/2015,LaLiga,4,9/20/14,A,Real Madrid,Deportivo de La CoruÃ±a,2:08,RW,78,1:06,Left-footed shot,James Rodriguez,National Leagues,Spanish Football Federation (RFEF),Matchday,2014-09-20,2014,2:08,2,8,8,2,Normal,RW,78
2014/2015,LaLiga,5,9/23/14,H,Real Madrid,Elche CF,5:01,CF,28,2:01,Penalty,No assist,National Leagues,Spanish Football Federation (RFEF),Matchday,2014-09-23,2014,5:01,5,1,5,1,Normal,CF,28
2014/2015,LaLiga,5,9/23/14,H,Real Madrid,Elche CF,5:01,CF,32,3:01,Header,Marcelo,National Leagues,Spanish Football Federation (RFEF),Matchday,2014-09-23,2014,5:01,5,1,5,1,Normal,CF,32
2014/2015,LaLiga,5,9/23/14,H,Real Madrid,Elche CF,5:01,CF,80,4:01,Penalty,No assist,National Leagues,Spanish Football Federation (RFEF),Matchday,2014-09-23,2014,5:01,5,1,5,1,Normal,CF,80
2014/2015,LaLiga,5,9/23/14,H,Real Madrid,Elche CF,5:01,CF,90,5:01,Right-footed shot,Gareth Bale,National Leagues,Spanish Football Federation (RFEF),Matchday,2014-09-23,2014,5:01,5,1,5,1,Normal,CF,90
2014/2015,LaLiga,6,9/27/14,A,Real Madrid,Villarreal CF,0:02,CF,40,0:02,Right-footed shot,Karim Benzema,National Leagues,Spanish Football Federation (RFEF),Matchday,2014-09-27,2014,0:02,0,2,2,0,Normal,CF,40
2014/2015,UEFA Champions League,Group Stage,10-01-14,A,Real Madrid,Ludogorets Razgrad,1:02,CF,25,1:01,Penalty,No assist,International,UEFA,Stage,2014-10-01,2014,1:02,1,2,2,1,Normal,CF,25
2014/2015,LaLiga,7,10-05-14,H,Real Madrid,Athletic Bilbao,5:00,LW,3,1:00,Header,Gareth Bale,National Leagues,Spanish Football Federation (RFEF),Matchday,2014-10-05,2014,5:00,5,0,5,0,Normal,LW,3
2014/2015,LaLiga,7,10-05-14,H,Real Madrid,Athletic Bilbao,5:00,LW,55,3:00,Right-footed shot,Gareth Bale,National Leagues,Spanish Football Federation (RFEF),Matchday,2014-10-05,2014,5:00,5,0,5,0,Normal,LW,55
2014/2015,LaLiga,7,10-05-14,H,Real Madrid,Athletic Bilbao,5:00,LW,89,5:00,Deflected shot on goal,Pepe,National Leagues,Spanish Football Federation (RFEF),Matchday,2014-10-05,2014,5:00,5,0,5,0,Normal,LW,89
2014/2015,LaLiga,8,10/18/14,A,Real Madrid,Levante UD,0:05,CF,13,0:01,Penalty,No assist,National Leagues,Spanish Football Federation (RFEF),Matchday,2014-10-18,2014,0:05,0,5,5,0,Normal,CF,13
2014/2015,LaLiga,8,10/18/14,A,Real Madrid,Levante UD,0:05,CF,61,0:03,Right-footed shot,Isco,National Leagues,Spanish Football Federation (RFEF),Matchday,2014-10-18,2014,0:05,0,5,5,0,Normal,CF,61
2014/2015,UEFA Champions League,Group Stage,10/22/14,A,Real Madrid,Liverpool FC,0:03,CF,23,0:01,Right-footed shot,James Rodriguez,International,UEFA,Stage,2014-10-22,2014,0:03,0,3,3,0,Normal,CF,23
2014/2015,LaLiga,9,10/25/14,H,Real Madrid,FC Barcelona,3:01,CF,35,1:01,Penalty,No assist,National Leagues,Spanish Football Federation (RFEF),Matchday,2014-10-25,2014,3:01,3,1,3,1,Normal,CF,35
2014/2015,LaLiga,10,11-01-14,A,Real Madrid,Granada CF,0:04,CF,2,0:01,Right-footed shot,Karim Benzema,National Leagues,Spanish Football Federation (RFEF),Matchday,2014-11-01,2014,0:04,0,4,4,0,Normal,CF,2
2014/2015,LaLiga,11,11-08-14,H,Real Madrid,Rayo Vallecano,5:01,CF,83,5:01,Right-footed shot,Isco,National Leagues,Spanish Football Federation (RFEF),Matchday,2014-11-08,2014,5:01,5,1,5,1,Normal,CF,83
2014/2015,LaLiga,12,11/22/14,A,Real Madrid,SD Eibar,0:04,CF,43,0:02,Right-footed shot,Daniel Carvajal,National Leagues,Spanish Football Federation (RFEF),Matchday,2014-11-22,2014,0:04,0,4,4,0,Normal,CF,43
2014/2015,LaLiga,12,11/22/14,A,Real Madrid,SD Eibar,0:04,CF,83,0:04,Penalty,No assist,National Leagues,Spanish Football Federation (RFEF),Matchday,2014-11-22,2014,0:04,0,4,4,0,Normal,CF,83
2014/2015,UEFA Champions League,Group Stage,11/26/14,A,Real Madrid,FC Basel 1893,0:01,LW,35,0:01,Left-footed shot,Karim Benzema,International,UEFA,Stage,2014-11-26,2014,0:01,0,1,1,0,Normal,LW,35
2014/2015,LaLiga,14,12-06-14,H,Real Madrid,Celta de Vigo,3:00,CF,36,1:00,Penalty,No assist,National Leagues,Spanish Football Federation (RFEF),Matchday,2014-12-06,2014,3:00,3,0,3,0,Normal,CF,36
2014/2015,LaLiga,14,12-06-14,H,Real Madrid,Celta de Vigo,3:00,CF,65,2:00,Right-footed shot,No assist,National Leagues,Spanish Football Federation (RFEF),Matchday,2014-12-06,2014,3:00,3,0,3,0,Normal,CF,65
2014/2015,LaLiga,14,12-06-14,H,Real Madrid,Celta de Vigo,3:00,CF,81,3:00,Left-footed shot,Marcelo,National Leagues,Spanish Football Federation (RFEF),Matchday,2014-12-06,2014,3:00,3,0,3,0,Normal,CF,81
2014/2015,UEFA Champions League,Group Stage,12-09-14,H,Real Madrid,Ludogorets Razgrad,4:00,CF ,20,1:00,Penalty,No assist,International,UEFA,Stage,2014-12-09,2014,4:00,4,0,4,0,Normal,CF,20
2014/2015,LaLiga,15,12-12-14,A,Real Madrid,UD Almeria,1:04,CF,81,1:03,Right-footed shot,Karim Benzema,National Leagues,Spanish Football Federation (RFEF),Matchday,2014-12-12,2014,1:04,1,4,4,1,Normal,CF,81
2014/2015,LaLiga,15,12-12-14,A,Real Madrid,UD Almeria,1:04,CF,89,1:04,Right-footed shot,Daniel Carvajal,National Leagues,Spanish Football Federation (RFEF),Matchday,2014-12-12,2014,1:04,1,4,4,1,Normal,CF,89
2014/2015,LaLiga,17,01-04-15,A,Real Madrid,Valencia CF,2:01,LW,14,0:01,Penalty,No assist,National Leagues,Spanish Football Federation (RFEF),Matchday,2015-01-04,2015,2:01,2,1,1,2,Normal,LW,14
2014/2015,Copa del Rey,Last 16,1/15/15,H,Real Madrid,Atletico de Madrid,2:02,CF,54,2:02,Header,Gareth Bale,National Cups,Spanish Football Federation (RFEF),Stage,2015-01-15,2015,2:02,2,2,2,2,Normal,CF,54
2014/2015,LaLiga,19,1/18/15,A,Real Madrid,Getafe CF,0:03,LW,63,0:01,Left-footed shot,Karim Benzema,National Leagues,Spanish Football Federation (RFEF),Matchday,2015-01-18,2015,0:03,0,3,3,0,Normal,LW,63
2014/2015,LaLiga,19,1/18/15,A,Real Madrid,Getafe CF,0:03,LW,79,0:03,Header,James Rodriguez,National Leagues,Spanish Football Federation (RFEF),Matchday,2015-01-18,2015,0:03,0,3,3,0,Normal,LW,79
2014/2015,UEFA Champions League,Last 16,2/18/15,A,Real Madrid,FC Schalke 04,0:02,LW,26,0:01,Header,Daniel Carvajal,International,UEFA,Stage,2015-02-18,2015,0:02,0,2,2,0,Normal,LW,26
2014/2015,LaLiga,24,2/22/15,A,Real Madrid,Elche CF,0:02,CF,69,0:02,Header,Isco,National Leagues,Spanish Football Federation (RFEF),Matchday,2015-02-22,2015,0:02,0,2,2,0,Normal,CF,69
2014/2015,LaLiga,25,03-01-15,H,Real Madrid,Villarreal CF,1:01,CF,52,1:00,Penalty,No assist,National Leagues,Spanish Football Federation (RFEF),Matchday,2015-03-01,2015,1:01,1,1,1,1,Normal,CF,52
2014/2015,UEFA Champions League,Last 16,03-10-15,H,Real Madrid,FC Schalke 04,3:04,CF,25,1:01,Header,Toni Kroos,International,UEFA,Stage,2015-03-10,2015,3:04,3,4,3,4,Normal,CF,25
2014/2015,UEFA Champions League,Last 16,03-10-15,H,Real Madrid,FC Schalke 04,3:04,CF,45,2:02,Header,Fabio CoentrÃ£o,International,UEFA,Stage,2015-03-10,2015,3:04,3,4,3,4,Normal,CF,45
2014/2015,LaLiga,28,3/22/15,A,Real Madrid,FC Barcelona,2:01,LW,31,1:01,Right-footed shot,Karim Benzema,National Leagues,Spanish Football Federation (RFEF),Matchday,2015-03-22,2015,2:01,2,1,1,2,Normal,LW,31
2014/2015,LaLiga,29,04-05-15,H,Real Madrid,Granada CF,9:01,CF,30,2:00,Right-footed shot,James Rodriguez,National Leagues,Spanish Football Federation (RFEF),Matchday,2015-04-05,2015,9:01,9,1,9,1,Normal,CF,30
2014/2015,LaLiga,29,04-05-15,H,Real Madrid,Granada CF,9:01,CF,36,3:00,Right-footed shot,No assist,National Leagues,Spanish Football Federation (RFEF),Matchday,2015-04-05,2015,9:01,9,1,9,1,Normal,CF,36
2014/2015,LaLiga,29,04-05-15,H,Real Madrid,Granada CF,9:01,CF,38,4:00,Long distance kick,Gareth Bale,National Leagues,Spanish Football Federation (RFEF),Matchday,2015-04-05,2015,9:01,9,1,9,1,Normal,CF,38
2014/2015,LaLiga,29,04-05-15,H,Real Madrid,Granada CF,9:01,CF,54,6:00,Header,Gareth Bale,National Leagues,Spanish Football Federation (RFEF),Matchday,2015-04-05,2015,9:01,9,1,9,1,Normal,CF,54
2014/2015,LaLiga,29,04-05-15,H,Real Madrid,Granada CF,9:01,CF,90,9:01,Header,Luka Modric,National Leagues,Spanish Football Federation (RFEF),Matchday,2015-04-05,2015,9:01,9,1,9,1,Normal,CF,90
2014/2015,LaLiga,30,04-08-15,A,Real Madrid,Rayo Vallecano,0:02,LW,68,0:01,Header,Daniel Carvajal,National Leagues,Spanish Football Federation (RFEF),Matchday,2015-04-08,2015,0:02,0,2,2,0,Normal,LW,68
2014/2015,LaLiga,31,04-11-15,H,Real Madrid,SD Eibar,3:00,LW,21,1:00,Direct free kick,No assist,National Leagues,Spanish Football Federation (RFEF),Matchday,2015-04-11,2015,3:00,3,0,3,0,Normal,LW,21
2014/2015,LaLiga,32,4/18/15,H,Real Madrid,Malaga CF,3:01,CF,90+2,3:01,Left-footed shot,Chicharito,National Leagues,Spanish Football Federation (RFEF),Matchday,2015-04-18,2015,3:01,3,1,3,1,Normal,CF,92
2014/2015,LaLiga,35,05-02-15,A,Real Madrid,Sevilla FC,2:03,CF,36,0:01,Header,Isco,National Leagues,Spanish Football Federation (RFEF),Matchday,2015-05-02,2015,2:03,2,3,3,2,Normal,CF,36
2014/2015,LaLiga,35,05-02-15,A,Real Madrid,Sevilla FC,2:03,CF,37,0:02,Right-footed shot,Chicharito,National Leagues,Spanish Football Federation (RFEF),Matchday,2015-05-02,2015,2:03,2,3,3,2,Normal,CF,37
2014/2015,LaLiga,35,05-02-15,A,Real Madrid,Sevilla FC,2:03,CF,69,1:03,Header,Gareth Bale,National Leagues,Spanish Football Federation (RFEF),Matchday,2015-05-02,2015,2:03,2,3,3,2,Normal,CF,69
2014/2015,UEFA Champions League,Semi-Finals,05-05-15,A,Real Madrid,Juventus FC,2:01,CF,27,1:01,Header,James Rodriguez,International,UEFA,Stage,2015-05-05,2015,2:01,2,1,1,2,Normal,CF,27
2014/2015,UEFA Champions League,Semi-Finals,5/13/15,H,Real Madrid,Juventus FC,1:01,LW,23,1:00,Penalty,No assist,International,UEFA,Stage,2015-05-13,2015,1:01,1,1,1,1,Normal,LW,23
2014/2015,LaLiga,37,5/17/15,A,Real Madrid,RCD Espanyol Barcelona,1:04,LW,59,0:01,Left-footed shot,Karim Benzema,National Leagues,Spanish Football Federation (RFEF),Matchday,2015-05-17,2015,1:04,1,4,4,1,Normal,LW,59
2014/2015,LaLiga,37,5/17/15,A,Real Madrid,RCD Espanyol Barcelona,1:04,LW,83,1:03,Right-footed shot,Chicharito,National Leagues,Spanish Football Federation (RFEF),Matchday,2015-05-17,2015,1:04,1,4,4,1,Normal,LW,83
2014/2015,LaLiga,37,5/17/15,A,Real Madrid,RCD Espanyol Barcelona,1:04,LW,90+1,1:04,Header,James Rodriguez,National Leagues,Spanish Football Federation (RFEF),Matchday,2015-05-17,2015,1:04,1,4,4,1,Normal,LW,91
2014/2015,LaLiga,38,5/23/15,H,Real Madrid,Getafe CF,7:03,LW,13,1:00,Header,Marcelo,National Leagues,Spanish Football Federation (RFEF),Matchday,2015-05-23,2015,7:03,7,3,7,3,Normal,LW,13
2014/2015,LaLiga,38,5/23/15,H,Real Madrid,Getafe CF,7:03,LW,32,2:02,Direct free kick,No assist,National Leagues,Spanish Football Federation (RFEF),Matchday,2015-05-23,2015,7:03,7,3,7,3,Normal,LW,32
2014/2015,LaLiga,38,5/23/15,H,Real Madrid,Getafe CF,7:03,LW,34,3:02,Penalty,No assist,National Leagues,Spanish Football Federation (RFEF),Matchday,2015-05-23,2015,7:03,7,3,7,3,Normal,LW,34
2015/2016,LaLiga,3,09-12-15,A,Real Madrid,RCD Espanyol Barcelona,0:06,LW,7,0:01,Right-footed shot,Luka Modric,National Leagues,Spanish Football Federation (RFEF),Matchday,2015-09-12,2015,0:06,0,6,6,0,Normal,LW,7
2015/2016,LaLiga,3,09-12-15,A,Real Madrid,RCD Espanyol Barcelona,0:06,LW,17,0:02,Penalty,No assist,National Leagues,Spanish Football Federation (RFEF),Matchday,2015-09-12,2015,0:06,0,6,6,0,Normal,LW,17
2015/2016,LaLiga,3,09-12-15,A,Real Madrid,RCD Espanyol Barcelona,0:06,LW,20,0:03,Left-footed shot,Gareth Bale,National Leagues,Spanish Football Federation (RFEF),Matchday,2015-09-12,2015,0:06,0,6,6,0,Normal,LW,20
2015/2016,LaLiga,3,09-12-15,A,Real Madrid,RCD Espanyol Barcelona,0:06,LW,62,0:05,Right-footed shot,Gareth Bale,National Leagues,Spanish Football Federation (RFEF),Matchday,2015-09-12,2015,0:06,0,6,6,0,Normal,LW,62
2015/2016,LaLiga,3,09-12-15,A,Real Madrid,RCD Espanyol Barcelona,0:06,LW,81,0:06,Right-footed shot,Lucas Vazquez,National Leagues,Spanish Football Federation (RFEF),Matchday,2015-09-12,2015,0:06,0,6,6,0,Normal,LW,81
2015/2016,UEFA Champions League,Group Stage,9/15/15,H,Real Madrid,Shakhtar Donetsk,4:00,LW,56,2:00,Penalty,No assist,International,UEFA,Stage,2015-09-15,2015,4:00,4,0,4,0,Normal,LW,56
2015/2016,UEFA Champions League,Group Stage,9/15/15,H,Real Madrid,Shakhtar Donetsk,4:00,LW,64,3:00,Penalty,No assist,International,UEFA,Stage,2015-09-15,2015,4:00,4,0,4,0,Normal,LW,64
2015/2016,UEFA Champions League,Group Stage,9/15/15,H,Real Madrid,Shakhtar Donetsk,4:00,LW,82,4:00,Header,No assist,International,UEFA,Stage,2015-09-15,2015,4:00,4,0,4,0,Normal,LW,82
2015/2016,UEFA Champions League,Group Stage,9/30/15,A,Real Madrid,MalmÃ¶ FF,0:02,LW ,29,0:01,Right-footed shot,Isco,International,UEFA,Stage,2015-09-30,2015,0:02,0,2,2,0,Normal,LW,29
2015/2016,UEFA Champions League,Group Stage,9/30/15,A,Real Madrid,MalmÃ¶ FF,0:02,LW ,90,0:02,Left-footed shot,Lucas Vazquez,International,UEFA,Stage,2015-09-30,2015,0:02,0,2,2,0,Normal,LW,90
2015/2016,LaLiga,8,10/17/15,H,Real Madrid,Levante UD,3:00,CF,30,2:00,Right-footed shot,Toni Kroos,National Leagues,Spanish Football Federation (RFEF),Matchday,2015-10-17,2015,3:00,3,0,3,0,Normal,CF,30
2015/2016,LaLiga,9,10/24/15,A,Real Madrid,Celta de Vigo,1:03,CF,8,0:01,Right-footed shot,Lucas Vazquez,National Leagues,Spanish Football Federation (RFEF),Matchday,2015-10-24,2015,1:03,1,3,3,1,Normal,CF,8
2015/2016,LaLiga,10,10/31/15,H,Real Madrid,UD Las Palmas,3:01,CF,14,2:00,Header,Marcelo,National Leagues,Spanish Football Federation (RFEF),Matchday,2015-10-31,2015,3:01,3,1,3,1,Normal,CF,14
2015/2016,UEFA Champions League,Group Stage,11/25/15,A,Real Madrid,Shakhtar Donetsk,3:04,CF,18,0:01,Header,Gareth Bale,International,UEFA,Stage,2015-11-25,2015,3:04,3,4,4,3,Normal,CF,18
2015/2016,UEFA Champions League,Group Stage,11/25/15,A,Real Madrid,Shakhtar Donetsk,3:04,CF,70,0:04,Right-footed shot,Gareth Bale,International,UEFA,Stage,2015-11-25,2015,3:04,3,4,4,3,Normal,CF,70
2015/2016,LaLiga,13,11/29/15,A,Real Madrid,SD Eibar,0:02,CF,82,0:02,Penalty,No assist,National Leagues,Spanish Football Federation (RFEF),Matchday,2015-11-29,2015,0:02,0,2,2,0,Normal,CF,82
2015/2016,LaLiga,14,12-05-15,H,Real Madrid,Getafe CF,4:01,LW,38,4:00,Right-footed shot,Toni Kroos,National Leagues,Spanish Football Federation (RFEF),Matchday,2015-12-05,2015,4:01,4,1,4,1,Normal,LW,38
2015/2016,UEFA Champions League,Group Stage,12-08-15,H,Real Madrid,MalmÃ¶ FF,8:00,LW,39,3:00,Direct free kick,No assist,International,UEFA,Stage,2015-12-08,2015,8:00,8,0,8,0,Normal,LW,39
2015/2016,UEFA Champions League,Group Stage,12-08-15,H,Real Madrid,MalmÃ¶ FF,8:00,LW,47,4:00,Tap-in,No assist,International,UEFA,Stage,2015-12-08,2015,8:00,8,0,8,0,Normal,LW,47
2015/2016,UEFA Champions League,Group Stage,12-08-15,H,Real Madrid,MalmÃ¶ FF,8:00,LW,50,5:00,Right-footed shot,Danilo,International,UEFA,Stage,2015-12-08,2015,8:00,8,0,8,0,Normal,LW,50
2015/2016,UEFA Champions League,Group Stage,12-08-15,H,Real Madrid,MalmÃ¶ FF,8:00,LW,59,6:00,Right-footed shot,Isco,International,UEFA,Stage,2015-12-08,2015,8:00,8,0,8,0,Normal,LW,59
2015/2016,LaLiga,16,12/20/15,H,Real Madrid,Rayo Vallecano,10:02,LW,30,3:02,Penalty,No assist,National Leagues,Spanish Football Federation (RFEF),Matchday,2015-12-20,2015,10:02,10,2,10,2,Normal,LW,30
2015/2016,LaLiga,16,12/20/15,H,Real Madrid,Rayo Vallecano,10:02,LW,54,6:02,Header,James Rodriguez,National Leagues,Spanish Football Federation (RFEF),Matchday,2015-12-20,2015,10:02,10,2,10,2,Normal,LW,54
2015/2016,LaLiga,17,12/30/15,H,Real Madrid,Real Sociedad,3:01,LW,42,1:00,Penalty,No assist,National Leagues,Spanish Football Federation (RFEF),Matchday,2015-12-30,2015,3:01,3,1,3,1,Normal,LW,42
2015/2016,LaLiga,17,12/30/15,H,Real Madrid,Real Sociedad,3:01,LW,68,2:01,Left-footed shot,Marcelo,National Leagues,Spanish Football Federation (RFEF),Matchday,2015-12-30,2015,3:01,3,1,3,1,Normal,LW,68
2015/2016,LaLiga,20,1/17/16,H,Real Madrid,Sporting GijÃ³n,5:01,LW,9,2:00,Left-footed shot,Karim Benzema,National Leagues,Spanish Football Federation (RFEF),Matchday,2016-01-17,2016,5:01,5,1,5,1,Normal,LW,9
2015/2016,LaLiga,20,1/17/16,H,Real Madrid,Sporting GijÃ³n,5:01,LW,18,4:00,Left-footed shot,Daniel Carvajal,National Leagues,Spanish Football Federation (RFEF),Matchday,2016-01-17,2016,5:01,5,1,5,1,Normal,LW,18
2015/2016,LaLiga,22,1/31/16,H,Real Madrid,RCD Espanyol Barcelona,6:00,LW,12,2:00,Penalty,No assist,National Leagues,Spanish Football Federation (RFEF),Matchday,2016-01-31,2016,6:00,6,0,6,0,Normal,LW,12
2015/2016,LaLiga,22,1/31/16,H,Real Madrid,RCD Espanyol Barcelona,6:00,LW,45,4:00,Left-footed shot,No assist,National Leagues,Spanish Football Federation (RFEF),Matchday,2016-01-31,2016,6:00,6,0,6,0,Normal,LW,45
2015/2016,LaLiga,22,1/31/16,H,Real Madrid,RCD Espanyol Barcelona,6:00,LW,82,5:00,Header,Jese,National Leagues,Spanish Football Federation (RFEF),Matchday,2016-01-31,2016,6:00,6,0,6,0,Normal,LW,82
2015/2016,LaLiga,24,2/13/16,H,Real Madrid,Athletic Bilbao,4:02,LW,3,1:00,Right-footed shot,Karim Benzema,National Leagues,Spanish Football Federation (RFEF),Matchday,2016-02-13,2016,4:02,4,2,4,2,Normal,LW,3
2015/2016,LaLiga,24,2/13/16,H,Real Madrid,Athletic Bilbao,4:02,LW,87,4:01,Right-footed shot,Lucas Vazquez,National Leagues,Spanish Football Federation (RFEF),Matchday,2016-02-13,2016,4:02,4,2,4,2,Normal,LW,87
